state,latitude,longitude
Iowa,42.2722,-96.3446
Iowa,42.2051,-96.3625
Iowa,41.9983,-96.2416
Iowa,41.9513,-96.1372
Iowa,41.7662,-96.0741
Iowa,41.6267,-96.0988
Iowa,41.4561,-95.9477
Iowa,41.2819,-95.8804
Iowa,41.0338,-95.8653
Iowa,40.8346,-95.8365
Iowa,40.6775,-95.8461
Iowa,40.5837,-95.761
Idaho,49,-117.0319
Idaho,49.0018,-116.0486
Idaho,47.9752,-116.0445
Idaho,47.5765,-115.6915
Idaho,47.5487,-115.7574
Idaho,47.4239,-115.7595
Idaho,47.3109,-115.535
Idaho,47.2606,-115.3235
Idaho,47.1888,-115.2878
Idaho,47.1542,-115.2493
Idaho,46.9728,-115.0433
Idaho,46.8677,-114.9472
Idaho,46.7201,-114.7865
Idaho,46.6984,-114.7549
Idaho,46.6325,-114.5874
Idaho,46.6325,-114.4638
Idaho,46.6466,-114.3279
Idaho,46.5135,-114.343
Idaho,46.453,-114.3896
Idaho,46.3488,-114.4144
Idaho,46.2682,-114.4611
Idaho,46.1227,-114.5105
Idaho,45.8585,-114.4418
Idaho,45.7742,-114.5654
Idaho,45.6745,-114.5229
Idaho,45.5621,-114.5654
Idaho,45.5439,-114.4666
Idaho,45.4601,-114.3375
Idaho,45.5468,-114.2441
Idaho,45.5631,-114.1342
Idaho,45.6889,-113.9708
Idaho,45.6102,-113.8403
Idaho,45.4409,-113.7978
Idaho,45.272,-113.7085
Idaho,45.026,-113.4256
Idaho,44.9405,-113.4998
Idaho,44.7887,-113.3459
Idaho,44.8062,-113.2471
Idaho,44.735,-113.118
Idaho,44.4887,-113.0246
Idaho,44.3592,-112.8502
Idaho,44.4151,-112.831
Idaho,44.4887,-112.7266
Idaho,44.4504,-112.3901
Idaho,44.5347,-112.327
Idaho,44.522,-112.1127
Idaho,44.5582,-111.8848
Idaho,44.5132,-111.8271
Idaho,44.5396,-111.4645
Idaho,44.6198,-111.5057
Idaho,44.7292,-111.3684
Idaho,44.4759,-111.0539
Idaho,43.8623,-111.0471
Idaho,42.0013,-111.0471
Idaho,41.9962,-112.1663
Idaho,41.9871,-113.8458
Idaho,41.9942,-114.0422
Idaho,42.0013,-114.8222
Idaho,41.9973,-115.9126
Idaho,41.9962,-117.014
Idaho,42.0013,-117.0264
Idaho,43.782,-117.0277
Idaho,43.833,-117.0325
Idaho,43.8632,-117.003
Idaho,43.9073,-116.9776
Idaho,44.0244,-116.9302
Idaho,44.0491,-116.9735
Idaho,44.1014,-116.933
Idaho,44.1561,-116.8945
Idaho,44.1965,-116.9714
Idaho,44.2442,-116.981
Idaho,44.2486,-117.0339
Idaho,44.2304,-117.0525
Idaho,44.2585,-117.0895
Idaho,44.2806,-117.1122
Idaho,44.259,-117.1541
Idaho,44.2973,-117.2255
Idaho,44.3445,-117.1994
Idaho,44.3813,-117.2372
Idaho,44.4769,-117.2269
Idaho,44.5234,-117.1836
Idaho,44.5376,-117.1458
Idaho,44.7423,-117.0442
Idaho,44.7921,-116.9316
Idaho,44.8568,-116.898
Idaho,44.9356,-116.8327
Idaho,44.9624,-116.8513
Idaho,44.9896,-116.8554
Idaho,45.0313,-116.8417
Idaho,45.0968,-116.7819
Idaho,45.1627,-116.7229
Idaho,45.2178,-116.7105
Idaho,45.3213,-116.6741
Idaho,45.3984,-116.6185
Idaho,45.4433,-116.5883
Idaho,45.463,-116.5553
Idaho,45.5371,-116.5334
Idaho,45.614,-116.464
Idaho,45.6904,-116.5354
Idaho,45.734,-116.5354
Idaho,45.7541,-116.5594
Idaho,45.7843,-116.6357
Idaho,45.7781,-116.5965
Idaho,45.7805,-116.6597
Idaho,45.8259,-116.7105
Idaho,45.8159,-116.7586
Idaho,45.8341,-116.7908
Idaho,45.8642,-116.8046
Idaho,45.9053,-116.8595
Idaho,45.9545,-116.8739
Idaho,45.9769,-116.8925
Idaho,46.0218,-116.9302
Idaho,46.0932,-116.9838
Idaho,46.1385,-116.9344
Idaho,46.1727,-116.9268
Idaho,46.2007,-116.9646
Idaho,46.2435,-116.9591
Idaho,46.2782,-116.992
Idaho,46.3152,-117.0209
Idaho,46.3446,-117.0511
Idaho,46.427,-117.0408
Idaho,46.9451,-117.0394
Idaho,48.9996,-117.0319
Illinois,42.5116,-90.629
Illinois,42.4924,-87.0213
Illinois,41.7641,-87.2067
Illinois,41.7611,-87.5226
Illinois,39.6417,-87.5336
Illinois,39.3566,-87.5308
Illinois,39.1386,-87.6517
Illinois,38.9445,-87.5157
Illinois,38.7294,-87.5047
Illinois,38.6115,-87.6146
Illinois,38.4944,-87.6544
Illinois,38.374,-87.778
Illinois,38.2856,-87.8371
Illinois,38.2414,-87.9758
Illinois,38.1454,-87.9291
Illinois,37.9788,-88.0225
Illinois,37.89,-88.0458
Illinois,37.7881,-88.0321
Illinois,37.6349,-88.1529
Illinois,37.5097,-88.0609
Illinois,37.4149,-88.4152
Illinois,37.2828,-88.5086
Illinois,37.1428,-88.4221
Illinois,37.0585,-88.499
Illinois,37.1428,-88.7256
Illinois,37.2128,-88.9453
Illinois,37.1559,-89.0689
Illinois,37.0376,-89.165
Illinois,36.9894,-89.2873
Illinois,37.1505,-89.4356
Illinois,37.2762,-89.5345
Illinois,37.3996,-89.4315
Illinois,37.6936,-89.5358
Illinois,37.9767,-89.967
Illinois,38.2587,-90.379
Illinois,38.6169,-90.2376
Illinois,38.7573,-90.1744
Illinois,38.8247,-90.1167
Illinois,38.8846,-90.1799
Illinois,38.968,-90.4504
Illinois,38.8654,-90.5905
Illinois,39.0405,-90.7086
Illinois,39.2301,-90.7306
Illinois,39.3173,-90.835
Illinois,39.3853,-90.9338
Illinois,39.5559,-91.1398
Illinois,39.7262,-91.3554
Illinois,39.857,-91.4406
Illinois,39.994,-91.4941
Illinois,40.1694,-91.512
Illinois,40.3497,-91.4667
Illinois,40.4166,-91.3939
Illinois,40.5566,-91.4021
Illinois,40.6265,-91.2524
Illinois,40.6963,-91.1151
Illinois,40.8232,-91.089
Illinois,40.9312,-90.9792
Illinois,41.1642,-91.0162
Illinois,41.2355,-91.1055
Illinois,41.417,-91.0368
Illinois,41.4458,-90.8487
Illinois,41.4417,-90.7251
Illinois,41.5816,-90.3516
Illinois,41.7713,-90.2637
Illinois,41.9023,-90.1538
Illinois,42.0819,-90.1758
Illinois,42.2021,-90.3598
Illinois,42.2936,-90.4395
Illinois,42.4032,-90.5356
Illinois,42.4843,-90.6564
Indiana,41.7611,-87.5253
Indiana,41.7611,-84.809
Indiana,39.0981,-84.8199
Indiana,39.0533,-84.8927
Indiana,38.8996,-84.8625
Indiana,38.8312,-84.8268
Indiana,38.7841,-84.8145
Indiana,38.7905,-84.8941
Indiana,38.7809,-84.9861
Indiana,38.6877,-85.1797
Indiana,38.7198,-85.442
Indiana,38.5653,-85.4091
Indiana,38.4461,-85.5986
Indiana,38.2695,-85.751
Indiana,38.2824,-85.8266
Indiana,38.2414,-85.8376
Indiana,38.0967,-85.9035
Indiana,38.0232,-85.92
Indiana,37.9594,-86.0477
Indiana,38.0102,-86.0944
Indiana,38.0578,-86.2729
Indiana,38.0935,-86.2811
Indiana,38.1346,-86.2729
Indiana,38.1842,-86.3704
Indiana,38.0416,-86.5187
Indiana,37.9193,-86.5874
Indiana,37.8402,-86.6409
Indiana,37.9085,-86.6478
Indiana,37.9085,-86.6876
Indiana,37.9821,-86.8236
Indiana,37.9464,-86.9019
Indiana,37.9009,-87.0392
Indiana,37.7924,-87.1394
Indiana,37.9464,-87.4429
Indiana,37.9756,-87.5885
Indiana,37.9225,-87.6283
Indiana,37.8694,-87.6915
Indiana,37.9236,-87.8879
Indiana,37.7718,-87.962
Indiana,37.787,-88.0321
Indiana,37.8092,-88.0376
Indiana,37.8011,-88.0643
Indiana,37.8206,-88.0925
Indiana,37.8223,-88.0451
Indiana,37.8483,-88.0575
Indiana,37.9041,-88.098
Indiana,37.9307,-88.0705
Indiana,37.9561,-88.0369
Indiana,37.9669,-88.0122
Indiana,38.0102,-88.0259
Indiana,38.0384,-88.0417
Indiana,38.053,-88.0005
Indiana,38.0762,-87.9607
Indiana,38.1,-88.0163
Indiana,38.1313,-87.971
Indiana,38.1497,-87.9284
Indiana,38.1734,-87.9387
Indiana,38.1939,-87.973
Indiana,38.2349,-87.9813
Indiana,38.2608,-87.9421
Indiana,38.2759,-87.8604
Indiana,38.3029,-87.8302
Indiana,38.3233,-87.835
Indiana,38.3567,-87.8137
Indiana,38.3767,-87.7739
Indiana,38.4116,-87.7444
Indiana,38.5149,-87.6448
Indiana,38.546,-87.6723
Indiana,38.5949,-87.6105
Indiana,38.5986,-87.6242
Indiana,38.6828,-87.5343
Indiana,38.7284,-87.5075
Indiana,38.7696,-87.4972
Indiana,38.8247,-87.5322
Indiana,38.9039,-87.5171
Indiana,38.9413,-87.5253
Indiana,38.9712,-87.5281
Indiana,38.9872,-87.5761
Indiana,39.0906,-87.6228
Indiana,39.1066,-87.6517
Indiana,39.1365,-87.6599
Indiana,39.1695,-87.6366
Indiana,39.2493,-87.5899
Indiana,39.3492,-87.5336
Indiana,41.76,-87.5253
Kansas,40.0034,-102.0506
Kansas,40.0034,-102.0506
Kansas,36.9927,-102.0438
Kansas,36.9982,-94.6211
Kansas,38.8803,-94.6046
Kansas,39.0789,-94.6143
Kansas,39.1971,-94.6184
Kansas,39.1673,-94.7255
Kansas,39.2759,-94.8793
Kansas,39.5612,-95.099
Kansas,39.7283,-94.8807
Kansas,39.8286,-94.893
Kansas,39.8823,-94.9342
Kansas,39.8971,-95.0098
Kansas,39.876,-95.0922
Kansas,39.9445,-95.2213
Kansas,40.0087,-95.3036
Kansas,40.0024,-102.0506
Kentucky,36.4986,-89.5372
Kentucky,36.5074,-89.301
Kentucky,36.5008,-88.6871
Kentucky,36.4931,-88.0568
Kentucky,36.6695,-88.0692
Kentucky,36.6343,-87.8535
Kentucky,36.6265,-86.5654
Kentucky,36.5979,-83.6375
Kentucky,36.686,-83.3423
Kentucky,36.7466,-83.1377
Kentucky,36.9762,-82.8589
Kentucky,37.2894,-82.3192
Kentucky,37.4934,-82.0308
Kentucky,37.6653,-82.2121
Kentucky,37.8618,-82.4016
Kentucky,37.9908,-82.5073
Kentucky,38.1778,-82.6392
Kentucky,38.3761,-82.5952
Kentucky,38.503,-82.7477
Kentucky,38.5825,-82.8369
Kentucky,38.7316,-82.9015
Kentucky,38.7027,-83.0196
Kentucky,38.619,-83.1418
Kentucky,38.5986,-83.2819
Kentucky,38.6941,-83.5291
Kentucky,38.6351,-83.6595
Kentucky,38.7487,-83.893
Kentucky,38.7701,-84.044
Kentucky,38.8119,-84.2184
Kentucky,38.9872,-84.3228
Kentucky,39.1013,-84.4917
Kentucky,39.1183,-84.6277
Kentucky,39.1439,-84.7554
Kentucky,39.0523,-84.8914
Kentucky,38.9263,-84.8735
Kentucky,38.7894,-84.8131
Kentucky,38.7691,-84.9957
Kentucky,38.6866,-85.1921
Kentucky,38.7209,-85.4407
Kentucky,38.5653,-85.4077
Kentucky,38.4461,-85.5972
Kentucky,38.2748,-85.7455
Kentucky,38.2716,-85.8087
Kentucky,38.2069,-85.865
Kentucky,38.0286,-85.9323
Kentucky,37.955,-86.0422
Kentucky,38.0135,-86.1108
Kentucky,38.0643,-86.2756
Kentucky,38.1389,-86.277
Kentucky,38.1864,-86.369
Kentucky,38.0308,-86.5283
Kentucky,37.9204,-86.5874
Kentucky,37.8423,-86.6423
Kentucky,37.9041,-86.6547
